./merged/EQ_LoopMult15EQ_oneBound/back: 0.0000  ,0.0000  ,,0.0000  
./merged/EQ_LoopMult15EQ_oneBound/forward: 6.0119  ,6.0758  ,,21.0265 
./merged/EQ_LoopMult15EQ_oneN2/back: 0.0000  ,0.0000  ,,0.0000  
./merged/EQ_LoopMult15EQ_oneN2/forward: 6.0671  ,6.0469  ,,180.0000
./merged/EQ_LoopMult15EQ_pos/back: 0.0000  ,0.0000  ,,0.0000  
./merged/EQ_LoopMult15EQ_pos/forward: 0.3759  ,0.3751  ,,0.2646  
./merged/EQ_LoopMult15EQ_pos2/back: 0.0000  ,0.0000  ,,0.0000  
./merged/EQ_LoopMult15EQ_pos2/forward: 0.3776  ,0.3721  ,,0.2713  
./merged/EQ_LoopMult15EQ_pos3/back: 0.0000  ,0.0000  ,,0.0000  
./merged/EQ_LoopMult15EQ_pos3/forward: 0.2635  ,0.2572  ,,0.2796  
./merged/EQ_LoopMult15NEQ_LoopMult10/back: 0.7150  ,0.7132  ,,0.1969  
./merged/EQ_LoopMult15NEQ_LoopMult10/forward: 0.2287  ,0.2264  ,,0.4219  
./merged/EQ_LoopMult15NEQ_LoopMult15/back: 0.7630  ,0.7499  ,,0.2437  
./merged/EQ_LoopMult15NEQ_LoopMult15/forward: 0.2287  ,0.2327  ,,0.4387  
./merged/EQ_LoopMult15NEQ_LoopMult2/back: 0.4885  ,0.4883  ,,0.1245  
./merged/EQ_LoopMult15NEQ_LoopMult2/forward: 0.1846  ,0.1788  ,,0.2279  
./merged/EQ_LoopMult15NEQ_LoopMult20/back: 0.6546  ,0.6621  ,,0.3041  
